4.28,0 
4.88,2 
3.96,0 
4.28,3 
6.56,0 
5.32,0 
5.8,0 
4.16,0 
6.64,0 
5.44,0 
4.24,0 
5.44,0 
4.68,0 
3.36,2 
4.96,0 
4.16,2 
4.96,0 
3.96,2 
3.4,0 
6.6,2 
5.68,2 
5.16,0 
5.72,0 
5.6,0 
3.6,0 
6.24,0 
3.68,3 
3.4,3 
4.8,2 
4.88,0 
6.16,0 
4.92,0 
7.4,2 
6.08,0 
3.97,3 
3.68,2 
4.16,2 
3.69,0 
1.96,0 
2.56,2 
3.6,0 
3.2,0 
6.64,2 
3.68,2 
7.44,0 
5.2,0 
5.52,3 
7.2,2 
5.72,2 
5.65,0 
3.72,2 
6.36,2 
3.11,0 
2.04,2 
7.47,2 
4.45,2 
6.52,0 
3.6,0 
4.56,2 
5.08,3 
5.75,2 
6.75,0 
2.76,2 
5.4,0 
5.63,0 
3.08,2 
3.0,2 
2.72,2 
5.32,0 
4.48,2 
6.86,2 
3.24,2 
3.72,2 
2.76,0 
3.84,0 
4.44,3 
2.68,0 
3.2,0 
3.56,2 
5.96,0 
5.76,2 
5.0,0 
3.24,0 
4.0,2 
4.36,0 
4.8,2 
2.4,2 
3.84,0 
5.28,0 
2.8,2 
5.12,3 
3.48,3 
2.6,2 
3.96,2 
6.68,2 
3.32,2 
5.44,0 
3.56,0 
7.0,3 
5.88,0 
2.08,0 
5.16,0 
4.48,2 
6.0,2 
5.84,0 
5.93,2 
2.84,2 
5.92,2 
5.21,0 
6.32,0 
3.04,2 
4.56,3 
7.44,2 
5.11,0 
3.08,2 
4.48,0 
5.6,0 
3.8,0 
5.32,2 
3.24,0 
7.01,0 
6.4,0 
5.92,0 
6.05,2 
5.55,2 
6.44,0 
5.47,2 
5.68,0 
5.27,0 
4.56,2 
5.52,0 
6.19,2 
3.64,3 
6.52,3 
3.72,2 
6.76,2 
6.59,2 
4.64,3 
4.6,0 
5.2,0 
3.6,0 
3.04,0 
3.28,2 
7.04,0 
5.68,2 
1.6,0 
3.08,0 
3.16,0 
4.0,2 
5.84,0 
5.24,0 
3.36,2 
4.72,0 
6.08,0 
5.48,2 
6.68,0 
4.44,0 
5.48,3 
2.9,0 
6.0,2 
4.52,2 
4.06,2 
2.12,0 
5.04,2 
4.28,0 
7.28,0 
3.32,0 
5.72,2 
3.24,2 
3.52,0 
2.12,2 
7.48,0 
5.32,2 
2.36,0 
1.96,0 
4.84,2 
5.24,0 
5.52,2 
6.16,2 
5.84,0 
5.68,2 
5.96,2 
6.08,0 
4.96,0 
3.45,0 
3.22,2 
3.65,2 
3.56,0 
7.33,2 
2.58,0 
4.3,0 
3.94,2 
5.85,2 
7.08,3 
5.49,2 
5.05,2 
6.07,2 
4.63,0 
4.49,0 
7.36,3 
5.56,0 
6.72,0 
5.1,0 
3.12,2 
3.12,0 
3.88,0 
2.68,3 
6.32,0 
3.4,0 
5.16,0 
3.92,0 
3.08,0 
3.24,0 
5.24,0 
4.32,0 
4.92,2 
5.28,2 
5.52,2 
7.0,0 
4.08,0 
5.84,2 
6.72,2 
4.16,0 
2.6,0 
6.98,0 
7.47,2 
2.57,0 
3.04,0 
3.56,0 
3.44,2 
5.04,0 
4.2,0 
4.68,2 
5.14,0 
4.68,0 
5.8,0 
4.86,2 
3.65,0 
4.79,0 
4.16,2 
6.04,2 
5.4,2 
6.04,2 
4.64,2 
6.12,0 
3.48,2 
3.24,0 
4.52,2 
6.04,0 
3.56,0 
2.52,2 
4.52,0 
3.8,2 
5.52,2 
4.2,0 
5.68,2 
5.68,0 
3.86,0 
4.4,0 
3.8,2 
1.56,2 
4.72,0 
2.32,0 
5.4,2 
5.56,0 
3.2,0 
3.56,2 
4.96,2 
5.56,2 
4.88,0 
4.12,3 
6.4,0 
4.2,0 
3.44,2 
3.44,2 
3.4,0 
5.92,0 
5.32,2 
3.88,0 
3.76,2 
5.32,2 
3.16,3 
4.32,0 
2.64,0 
6.04,0 
4.28,0 
5.92,2 
3.12,2 
6.77,2 
6.4,0 
2.84,0 
5.48,0 
3.4,0 
4.96,0 
5.04,0 
4.92,2 
2.92,2 
2.12,2 
4.04,0 
4.88,0 
3.76,0 
3.8,0 
2.96,0 
3.96,0 
3.24,2 
3.8,2 
3.44,2 
4.96,0 
3.68,3 
5.12,2 
4.64,0 
5.36,3 
3.12,0 
2.88,0 
4.0,0 
4.16,0 
3.84,2 
5.96,0 
4.48,2 
6.92,2 
5.0,2 
5.32,2 
3.6,0 
7.0,2 
1.94,0 
3.52,0 
3.48,0 
3.36,0 
5.48,0 
5.72,0 
4.6,0 
4.04,2 
3.28,2 
3.88,2 
3.68,0 
3.24,0 
2.32,0 
3.0,2 
5.84,2 
3.56,2 
4.36,0 
4.28,0 
3.92,0 
3.4,2 
3.48,0 
3.52,2 
3.72,2 
3.84,0 
4.04,0 
4.08,0 
3.0,2 
4.16,0 
4.48,3 
6.52,0 
6.41,0 
4.01,2 
3.81,2 
3.64,0 
4.8,2 
4.94,0 
4.75,2 
5.93,0 
3.44,0 
5.93,0 
4.22,0 
5.47,0 
6.49,2 
