4.0,0 
4.0,3 
5.92,3 
2.68,0 
6.92,2 
5.64,2 
5.44,0 
5.4,0 
6.76,0 
5.48,0 
3.76,0 
3.6,0 
2.92,0 
2.48,0 
2.16,0 
7.04,0 
4.08,2 
4.76,0 
4.88,2 
4.12,0 
6.12,2 
6.64,3 
5.28,2 
6.0,2 
4.88,0 
4.36,3 
5.8,2 
5.4,2 
5.36,0 
2.39,2 
2.75,2 
2.4,0 
3.07,3 
1.96,0 
6.04,2 
5.2,0 
4.95,2 
5.72,0 
6.35,0 
3.27,0 
4.66,2 
2.96,2 
2.63,2 
3.56,0 
6.21,2 
2.13,2 
4.79,0 
6.24,0 
4.33,2 
5.4,2 
5.2,2 
5.76,0 
3.16,2 
3.32,2 
2.28,2 
5.96,2 
1.64,2 
4.88,0 
5.16,0 
4.38,2 
4.64,0 
4.84,0 
4.72,0 
6.72,2 
3.6,0 
6.24,0 
4.04,0 
3.2,3 
3.72,3 
3.24,2 
4.92,0 
4.76,2 
7.12,0 
5.2,0 
2.48,0 
4.48,2 
5.25,2 
4.4,0 
4.88,2 
4.52,0 
3.72,2 
3.44,0 
4.84,0 
2.96,0 
7.44,2 
3.44,0 
6.88,2 
5.96,2 
2.84,0 
6.68,2 
6.01,3 
5.8,0 
2.72,0 
4.48,2 
3.44,2 
5.24,2 
3.36,0 
7.28,0 
5.72,2 
5.6,2 
4.92,2 
3.0,0 
3.68,0 
5.6,2 
3.8,0 
2.92,0 
3.08,2 
3.56,2 
5.0,0 
3.64,2 
3.84,2 
4.64,2 
5.92,0 
4.48,2 
4.76,2 
6.04,0 
2.52,0 
5.64,2 
2.12,0 
4.96,0 
3.4,2 
2.9,2 
4.64,0 
4.32,0 
3.8,3 
3.04,0 
4.36,0 
5.48,2 
5.12,0 
3.8,2 
7.28,0 
3.04,2 
4.92,0 
3.72,0 
6.56,0 
3.68,0 
3.48,0 
4.45,2 
4.16,0 
2.28,2 
3.61,2 
4.0,2 
2.4,2 
2.48,3 
5.16,0 
4.56,0 
7.49,0 
4.16,0 
4.06,0 
4.68,0 
6.24,3 
3.8,3 
4.17,2 
2.85,2 
3.48,2 
4.08,0 
2.68,0 
3.6,0 
4.24,0 
4.96,0 
2.84,2 
4.72,0 
2.16,0 
2.64,0 
2.44,0 
4.64,0 
3.72,0 
2.68,0 
3.28,0 
2.4,0 
3.44,0 
3.16,2 
4.0,3 
2.76,0 
3.16,0 
3.8,0 
5.96,0 
2.6,2 
7.32,2 
3.6,2 
3.64,0 
4.32,0 
2.48,2 
4.44,0 
4.8,0 
3.72,0 
3.24,3 
6.16,2 
5.68,0 
5.8,2 
5.28,0 
4.44,0 
5.84,0 
4.76,0 
2.04,0 
3.52,3 
4.44,2 
6.2,2 
5.56,0 
4.04,2 
5.8,0 
3.32,0 
2.84,2 
6.85,0 
4.08,2 
1.57,2 
6.72,0 
4.64,2 
3.16,0 
5.84,0 
6.68,0 
2.8,0 
4.48,0 
5.57,2 
3.52,0 
4.88,0 
5.64,2 
4.84,0 
5.79,0 
4.56,2 
5.74,2 
5.75,0 
3.03,0 
4.96,2 
6.12,0 
3.88,2 
3.4,2 
4.56,2 
5.08,2 
3.68,0 
2.28,0 
2.68,0 
3.24,2 
3.32,2 
3.4,2 
3.12,0 
3.0,0 
4.64,0 
3.08,2 
3.64,0 
4.64,2 
3.76,0 
4.92,0 
